epoch,train_loss,epoch_seconds,val_auc_roc,val_auc_pr
1,0.6842266321182251,0.14566474902676418,,
2,0.6144916415214539,0.06261252303374931,,
3,0.553921639919281,0.061684413987677544,,
4,0.5129509568214417,0.05930969899054617,,
5,0.5123386979103088,0.06044760002987459,0.45559981232649976,0.14295642898814198
6,0.49795231223106384,0.05654633097583428,,
7,0.47363826632499695,0.05824823898728937,,
8,0.4491060674190521,0.05910734599456191,,
9,0.44477832317352295,0.061479293974116445,,
10,0.4480314552783966,0.05832505802391097,0.7404237380912042,0.32236221653364844
11,0.4289172887802124,0.057581155037041754,,
12,0.413093626499176,0.060432494967244565,,
13,0.4178486168384552,0.05837900802725926,,
14,0.41432076692581177,0.05905071698362008,,
15,0.3935214579105377,0.057513765001203865,0.7821302245565561,0.37593675751989764
16,0.38932937383651733,0.05518872098764405,,
17,0.38629981875419617,0.058577154006343335,,
18,0.37723416090011597,0.05847631604410708,,
19,0.3668278157711029,0.059194429020863026,,
20,0.37360790371894836,0.058334472007118165,0.8175488928566774,0.43768023232017295
21,0.3579099476337433,0.05599991499911994,,
22,0.3495272696018219,0.060698487039189786,,
23,0.34462228417396545,0.05848580598831177,,
24,0.3420883119106293,0.05809684802079573,,
25,0.3282083570957184,0.06146484101191163,0.8375281836072409,0.4699870132107896
26,0.32890474796295166,0.05584588198689744,,
27,0.32527002692222595,0.05801246501505375,,
28,0.32088369131088257,0.0613791779614985,,
29,0.31386858224868774,0.058462843007873744,,
30,0.3129062354564667,0.058261763013433665,0.8444094019210467,0.4854964676666884
31,0.30922868847846985,0.05972736800322309,,
32,0.31278103590011597,0.057689453009516,,
33,0.3085560202598572,0.05862442002398893,,
34,0.30288344621658325,0.05760291498154402,,
35,0.3026306927204132,0.057420205033849925,0.8487140976684174,0.4967252061331802
36,0.3023715317249298,0.05731841298984364,,
37,0.30209288001060486,0.05730545602273196,,
38,0.30098956823349,0.05700696201529354,,
39,0.29770731925964355,0.0590462259715423,,
40,0.29604271054267883,0.058586409024428576,0.8526193095179136,0.507650621639139
41,0.29193994402885437,0.05667907098541036,,
42,0.2920137941837311,0.05910735594807193,,
43,0.2899397909641266,0.059535647043958306,,
44,0.28806671500205994,0.06198210996808484,,
45,0.2893550992012024,0.05903228296665475,0.8561621811831249,0.5200107389517704
46,0.28739866614341736,0.05659110500710085,,
47,0.2859160602092743,0.060954882006626576,,
48,0.2897011935710907,0.05898248701123521,,
49,0.28697776794433594,0.05851471802452579,,
50,0.2871573269367218,0.060276235977653414,0.8595206245357035,0.5276243565895914
51,0.2850850224494934,0.056156297971028835,,
52,0.2827721834182739,0.05800136202014983,,
53,0.2804289162158966,0.05857194395503029,,
54,0.2810821235179901,0.056659486959688365,,
55,0.2804339826107025,0.05865829100366682,0.8589984881856925,0.5272709369086901
56,0.28016769886016846,0.05534000403713435,,
57,0.27811071276664734,0.0568132059997879,,
58,0.27850857377052307,0.05914175300858915,,
59,0.2786533832550049,0.058416924031917006,,
60,0.27686527371406555,0.060920937976334244,0.8605804584967873,0.5307320192519495
61,0.27667132019996643,0.05754490400431678,,
62,0.2760204076766968,0.05882058298448101,,
63,0.27696794271469116,0.06163277802988887,,
64,0.2742076516151428,0.05905229295603931,,
65,0.27463850378990173,0.05963724502362311,0.8608001668208892,0.5315951316624652
66,0.2717035114765167,0.06132814101874828,,
67,0.27049168944358826,0.058453102014027536,,
68,0.2710225284099579,0.05843088700203225,,
69,0.27084264159202576,0.06131009303499013,,
70,0.27005523443222046,0.05786011496093124,0.8606312867364362,0.5318859278916451
